Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
A0A0G2JPD3;A0A140T8W8;A0A140T8Y4;A0A140T913;A0A140T9I0;A0A140T9X5;A0A1W2PPF8;A0A1W2PR61;Q53Z42;Q5SPM2	A0A0G2JPD3;A0A140T8W8;A0A140T8Y4;A0A140T913;A0A140T933;A0A140T941;A0A140T955;A0A140T975;A0A140T9I0;A0A140T9X5;A0A140T9Z6;A0A1W2PPF8;A0A1W2PPQ2;A0A1W2PQS8;A0A1W2PR61;A0A1W2PRT9;A0A1W2PS39;B0UXQ0;Q53Z42;Q5RJ27;Q5SPM2;Q9GJ45	A0A0G2JPD3_HUMAN;A0A140T8W8_HUMAN;A0A140T8Y4_HUMAN;A0A140T913_HUMAN;A0A140T9I0_HUMAN;A0A140T9X5_HUMAN;A0A1W2PPF8_HUMAN;A0A1W2PR61_HUMAN;Q53Z42_HUMAN;Q5SPM2_HUMAN	HLA-A	HLA class I histocompatibility antigen, A alpha chain	5.44999e+06	7.94187e+06	7.37503e+06	6.81434e+06	7.75727e+06	6.8194e+06	6.95987e+06	5.73704e+06	7.8694e+06	5.79522e+06	7.11532e+06	7.28862e+06	7.62049e+06	2.29936e+06	7.21918e+06	7.94184e+06	8.3489e+06	4.25546e+06	3.90877e+06	4.25302e+06	3.55035e+06	4.5248e+06	3.67779e+06	4.00152e+06	4.45069e+06	4.90619e+06	4.23968e+06	4.67738e+06	3.48465e+06	4.68449e+06	2.9794e+06	4.18359e+06	4.06167e+06	3.79922e+06						1.28566e+06	734104							117858			
A0A0G2JPD3;A0A140T8W8;A0A140T8Y4;A0A140T997;A0A140T9U0;A0A140T9Y5;A0A140TA02;A0A1W2PNR7;A0A1W2PPF8;A0A1W2PR61;D5H3J5;Q2L6G2;Q5SPM2;S6AU73	A0A0G2JPD3;A0A140T8W8;A0A140T8Y4;A0A140T953;A0A140T997;A0A140T9M0;A0A140T9T1;A0A140T9U0;A0A140T9W2;A0A140T9Y5;A0A140TA02;A0A140TA11;A0A140TA13;A0A140TA14;A0A1W2PNR7;A0A1W2PNZ7;A0A1W2PPF8;A0A1W2PR61;D5H3J5;D9J307;Q2L6G2;Q53YP1;Q5SPM2;S6AU73	A0A0G2JPD3_HUMAN;A0A140T8W8_HUMAN;A0A140T8Y4_HUMAN;A0A140T997_HUMAN;A0A140T9U0_HUMAN;A0A140T9Y5_HUMAN;A0A140TA02_HUMAN;A0A1W2PNR7_HUMAN;A0A1W2PPF8_HUMAN;A0A1W2PR61_HUMAN;D5H3J5_HUMAN;Q2L6G2_HUMAN;Q5SPM2_HUMAN;S6AU73_HUMAN	HLA-A;HLA-B;HLA-C	HLA class I histocompatibility antigen, A alpha chain	1.38382e+06	1.62012e+06	1.40737e+06	1.31305e+06	1.6391e+06	1.50893e+06	1.09579e+06	1.44525e+06	1.15116e+06	1.06223e+06	1.01643e+06	1.63119e+06	1.01969e+06	1.05069e+06	976039	1.07381e+06	1.09249e+06	2.01106e+07	2.35799e+07	2.20871e+07	2.03165e+07	2.04431e+07	1.7919e+07	1.90951e+07	2.06235e+07	2.32308e+07	1.90143e+07	2.2273e+07	1.70947e+07	2.29451e+07	1.20784e+07	1.49113e+07	1.70726e+07	1.34682e+07	1.1056e+07	1.84154e+07	1.16416e+07	8.7273e+06	9.23752e+06	1.25625e+07	1.33422e+07	1.12796e+07	1.06116e+07	8.93436e+06	8.82228e+06	1.22694e+07	7.75117e+06	5.37316e+06	1.02971e+07	9.76764e+06	4.88466e+06
A0A0G2JPD3;A0A140T8W8;A0A140T8Y4;A0A1W2PPF8;A0A1W2PR61;Q5SPM2	A0A0G2JPD3;A0A140T8W8;A0A140T8Y4;A0A140T941;A0A140T975;A0A140T9Z6;A0A1W2PPF8;A0A1W2PQS8;A0A1W2PR61;A0A1W2PS39;B0UXQ0;Q5RJ27;Q5SPM2;Q9GJ45	A0A0G2JPD3_HUMAN;A0A140T8W8_HUMAN;A0A140T8Y4_HUMAN;A0A1W2PPF8_HUMAN;A0A1W2PR61_HUMAN;Q5SPM2_HUMAN	HLA-A	HLA class I histocompatibility antigen, A alpha chain																																			5.46514e+06	4.59014e+06	5.85839e+06	5.10598e+06	4.7114e+06	4.73172e+06	5.73621e+06	5.65596e+06	4.88171e+06	5.66263e+06	5.88955e+06	4.35885e+06	5.82892e+06	4.6836e+06	3.16627e+06	3.19292e+06	4.6533e+06
A0A0G2JQT1;A0A0G2JR96	A0A0G2JQT1;A0A0G2JR96	A0A0G2JQT1_HUMAN;A0A0G2JR96_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1 (Fragment)	608442	340908	531347	450557	312271	557540	484048	322697	409371	441543	508690	433468	587611	929669	1.0338e+06	1.07099e+06	1.23417e+06	437806	380093	322854	469538	509416	505505	330412	361275	489272	502909	401177	280418	363074	1.31104e+06	1.07888e+06	1.26301e+06	1.40907e+06	665894	950384	1.00781e+06	949929	679273	457894	723907	972672	935910	741899	570646	848128	1.09169e+06	1.91889e+06	1.21097e+06	2.20033e+06	2.17981e+06
A0A0J9YWI3;A0A0J9YXB2;C9JBX2;E9PGA7	A0A0J9YWI3;A0A0J9YXB2;C9JBX2;E9PGA7	A0A0J9YWI3_HUMAN;A0A0J9YXB2_HUMAN;C9JBX2_HUMAN;E9PGA7_HUMAN	FRMD4A;FRMD4B	FERM domain-containing protein 4A (Fragment)	366116	268373	205209	405249	339098	266940	316626	222433	278249	304241	279047	327819	303093	155034	198406		34526	310805	349130	178351	303796	169388	348871	260016	334962	283042	267052	366820	267090	277585	61253.8	465081		192260	278833	437706	397774	248124	340741	158467	279223	359841	275748	393828	410049	324196	195053	220041	194448	97195.2	176940
A0A0J9YX62	O75190;A0A0J9YX62;C9J2C4;C9J2P2;C9JB42;C9JDR7;C9JDX6;C9JN01;E9PH18;F8WCZ4	A0A0J9YX62_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	1.99973e+06	2.24443e+06	2.35329e+06	2.21766e+06	1.94003e+06	1.97737e+06	1.93394e+06	2.11682e+06	2.30398e+06	2.2293e+06	2.26624e+06	1.842e+06	2.09526e+06	2.23171e+06	2.1252e+06	1.8378e+06	1.70511e+06	1.46301e+06	1.36391e+06	1.77272e+06	1.87246e+06	1.64797e+06	1.81518e+06	1.60565e+06	1.69139e+06	1.43976e+06	1.38076e+06	1.55733e+06	1.62457e+06	1.43142e+06	1.80377e+06	1.60468e+06	1.61425e+06	1.79514e+06	1.44749e+06	1.36229e+06	1.76144e+06	1.51728e+06	1.49959e+06	1.18721e+06	953979	1.55293e+06	1.26317e+06	1.61085e+06	1.77865e+06	1.28562e+06	1.51879e+06	1.73466e+06	1.59636e+06	1.04166e+06	1.44844e+06
A0A0J9YXF2	Q15165;A0A0J9YXF2	A0A0J9YXF2_HUMAN	PON2	Paraoxonase 2, isoform CRA_a	1.68279e+06	319727	1.534e+06	1.11926e+06	1.73895e+06	1.8009e+06	1.50876e+06	1.2664e+06	1.36142e+06	830610	1.45954e+06	1.93132e+06	2.24686e+06	1.27157e+06	1.44105e+06	1.39216e+06	1.3954e+06	1.56597e+06	1.84183e+06	1.62032e+06	1.43047e+06	952842	1.68262e+06	1.77575e+06	1.29762e+06	2.12149e+06	1.26584e+06	1.88515e+06	1.68729e+06	1.52299e+06	1.16548e+06	1.04925e+06	1.08458e+06	1.00444e+06	1.70915e+06	1.21545e+06	1.50673e+06	999392	1.83096e+06	1.49973e+06	1.0577e+06	1.51801e+06	1.45453e+06	1.31184e+06	1.31187e+06	1.92215e+06	1.70247e+06	797039	1.62145e+06	857226	1.23129e+06
A0A0J9YY99	P01768;P01772;P0DP02;P0DP03;A0A0J9YY99	A0A0J9YY99_HUMAN		Ig-like domain-containing protein (Fragment)	155709	158585	172044	134746	88319.3	197465	91424	143770	207039	150492	140864	109905	107233		123327	71616.2	178440	197079	233616	201569	318459	314635	264614	232676	246700	62232.3	293941	383904	296782	185061	187656	178271	193690	254264	257903	189046	316512	206644	254803	198247	195477	264355	325928	242003	217709	222218	287492	211784	505912	88029.8	229982
A0A0U1RQJ6	P47897;A0A0U1RQE9;A0A0U1RQJ6;A0A0U1RQL2;A0A0U1RQT0;A0A0U1RR66;A0A0U1RRI9;A0A0U1RRJ7;A0A1B0GVU9;B4DDN1;C9J165	A0A0U1RQJ6_HUMAN	QARS1	Glutamine--tRNA ligase (Fragment)	87506	64784.6	99947.4	14234.1	81016.6	137078	115723	88846	107010	131869	154923	157132	127069	158957	244029	254860	213370	130457	155317	138044	85216.7	141269	88982.3	185626	107152	104118	151838	222086	158367	160907	255229	287806	277975	289237	76290.2		52094.5	73388	79493.7	98214.9	107372	75506.5	148846	87491.5	69971.3	113013	92027	139618	263069	291315	146715
A0A0U1RQK7	O43432;A0A0A0MSA7;A0A0U1RQK7	A0A0U1RQK7_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	661162	773698	757430	678397	710624	742242	749548	777244	772624	782154	749108	725889	762904	690704	607433	564159	601368	600985	615744	556217	518494	568656	590597	620883	665452	602551	604406	584929	591256	683525	603625	582496	576963	599815	440770	426504	506274	494372	615123	542146	534319	578083	611924	489432	526034	583955	559001	526210	544239	467745	423289
A0A140T8X6;A0A140T924;A0A140T952;A0A140T9N5;A0A140T9R8;A0A140T9V5;F6XWZ1	A0A140T8X6;A0A140T924;A0A140T952;A0A140T9N5;A0A140T9R8;A0A140T9V5;F6XWZ1	A0A140T8X6_HUMAN;A0A140T924_HUMAN;A0A140T952_HUMAN;A0A140T9N5_HUMAN;A0A140T9R8_HUMAN;A0A140T9V5_HUMAN;F6XWZ1_HUMAN	LY6G6D	Lymphocyte antigen 6 complex locus protein G6d (Fragment)	838668	1.02073e+06	971926	1.06723e+06	980625	987251	903980	912793	903528	830978	1.05211e+06	989182	491202	724872	748974	655068	748299	687045	906746	828838	1.20109e+06	879292	573904	908501	426533	592664	784910	824823	636765	1.03053e+06	487812	521319	379770	987378	190400	176671	125168	195200	375189	132164	316982	301486	153454	234380	185390	216232	185531	288940	312572	100504	235478
A0A140T913;A0A140T9I0;A0A140T9X5;Q53Z42	A0A140T913;A0A140T933;A0A140T955;A0A140T9I0;A0A140T9X5;A0A1W2PPQ2;A0A1W2PRT9;Q53Z42	A0A140T913_HUMAN;A0A140T9I0_HUMAN;A0A140T9X5_HUMAN;Q53Z42_HUMAN	HLA-A	HLA class I histocompatibility antigen, A alpha chain	1.27038e+07	1.24602e+07	1.28196e+07	1.29744e+07	1.2994e+07	1.37271e+07	1.32166e+07	1.28745e+07	1.24522e+07	1.21722e+07	1.33501e+07	1.26379e+07	1.30496e+07	8.53506e+06	1.00891e+07	7.51512e+06	1.01465e+07	6.61734e+06	6.65335e+06	7.43616e+06	6.70355e+06	6.98376e+06	6.5396e+06	7.13697e+06	6.45727e+06	7.26548e+06	6.75736e+06	7.20211e+06	7.09907e+06	6.74885e+06	5.36022e+06	4.36949e+06	4.95963e+06	5.57851e+06	5.16225e+06	6.08258e+06	5.15605e+06	4.20816e+06	4.38154e+06	5.38944e+06	5.95486e+06	4.6307e+06	4.63015e+06	3.97543e+06	3.82575e+06	4.83769e+06	5.90741e+06	5.20923e+06	4.62793e+06	4.39239e+06	5.71631e+06
A0A140T951;A0A140T9D4;A0A140TA21;Q5SS57	A0A140T951;A0A140T9D4;A0A140TA21;Q5SS57	A0A140T951_HUMAN;A0A140T9D4_HUMAN;A0A140TA21_HUMAN;Q5SS57_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain (Fragment)	2.43898e+06	2.28715e+06	2.06635e+06	2.2074e+06	2.63345e+06	2.33893e+06	2.34615e+06	2.06665e+06	2.08652e+06	1.85696e+06	2.23155e+06	1.83383e+06	2.56726e+06	1.57445e+06	1.79158e+06	1.71069e+06	2.20126e+06	1.48236e+06	1.67643e+06	1.55764e+06	1.30927e+06	1.62498e+06	1.66855e+06	1.47453e+06	1.40356e+06	1.43278e+06	1.37415e+06	1.46729e+06	1.69798e+06	1.62098e+06	1.51571e+06	1.12876e+06	1.3472e+06	1.36221e+06																	
A0A140T997;A0A140T9Y5;A0A140TA02;A0A1W2PNR7;D5H3J5;Q2L6G2;S6AU73	A0A140T953;A0A140T997;A0A140T9Y5;A0A140TA02;A0A140TA11;A0A140TA13;A0A140TA14;A0A1W2PNR7;D5H3J5;D9J307;Q2L6G2;S6AU73	A0A140T997_HUMAN;A0A140T9Y5_HUMAN;A0A140TA02_HUMAN;A0A1W2PNR7_HUMAN;D5H3J5_HUMAN;Q2L6G2_HUMAN;S6AU73_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain (Fragment)	2.84258e+06	3.13126e+06	2.72358e+06	2.9469e+06	2.91879e+06	2.48983e+06	2.6364e+06	2.90922e+06	2.77881e+06	3.08504e+06	2.82687e+06	2.97204e+06	2.90356e+06	2.34355e+06	2.68667e+06	2.84734e+06	2.3022e+06	3.23141e+06	3.09583e+06	2.86708e+06	3.79893e+06	3.27761e+06	3.14423e+06	3.44267e+06	3.1547e+06	3.36721e+06	3.35536e+06	3.17009e+06	3.03211e+06	2.95159e+06	3.05873e+06	2.5226e+06	2.49055e+06	2.85275e+06	2.78143e+06	3.0722e+06	2.92283e+06	3.06848e+06	2.86238e+06	2.83917e+06	3.30958e+06	3.63969e+06	2.84489e+06	3.12252e+06	2.92321e+06	2.99832e+06	2.8325e+06	2.85789e+06	2.78472e+06	2.8107e+06	2.55008e+06
A0A140T997;A0A140T9Y5;D5H3J5;Q2L6G2	A0A140T953;A0A140T997;A0A140T9Y5;A0A140TA11;A0A140TA13;A0A140TA14;D5H3J5;D9J307;Q2L6G2	A0A140T997_HUMAN;A0A140T9Y5_HUMAN;D5H3J5_HUMAN;Q2L6G2_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain (Fragment)	3.29972e+06	3.50506e+06	3.43025e+06	5.85904e+06	4.67386e+06	3.65103e+06	5.58327e+06	5.90023e+06	3.01785e+06	5.94758e+06	5.55866e+06	5.44861e+06	5.31625e+06	4.79139e+06	2.89638e+06	2.79475e+06	4.33598e+06	8.56997e+06	8.43227e+06	8.34516e+06	8.91065e+06	8.63143e+06	8.46674e+06	8.06027e+06	8.5414e+06	8.59041e+06	8.12916e+06	8.39014e+06	8.0136e+06	7.68215e+06	8.31619e+06	8.16552e+06	8.40266e+06	8.08031e+06	2.25105e+07	2.2356e+07	2.10341e+07	1.95291e+07	2.01779e+07	2.16501e+07	2.15353e+07	2.11963e+07	2.02071e+07	2.24474e+07	2.04925e+07	1.96827e+07	1.82752e+07	1.85726e+07	1.76517e+07	1.583e+07	1.71623e+07
A0A140T9L8	O95866;A0A0G2JJG8;A0A140T9L8;A0A140T9V1;B7ZLJ5;F8WDG3	A0A140T9L8_HUMAN	MPIG6B	C6orf25	5.4369e+07	5.59803e+07	5.49842e+07	5.42389e+07	4.79855e+07	5.48432e+07	5.54725e+07	5.28351e+07	5.59763e+07	5.39578e+07	5.29842e+07	5.31203e+07	5.53028e+07	3.97642e+07	4.26173e+07	4.4017e+07	3.95475e+07	5.31761e+07	5.17004e+07	5.28429e+07	4.98897e+07	5.13252e+07	5.23073e+07	5.20267e+07	5.16296e+07	5.37977e+07	5.62067e+07	5.29094e+07	5.28836e+07	4.62267e+07	4.15877e+07	4.23197e+07	4.43633e+07	3.79588e+07	4.52848e+07	4.36615e+07	4.60583e+07	4.45289e+07	4.48141e+07	4.48574e+07	4.69129e+07	4.17338e+07	4.35012e+07	4.45933e+07	4.2428e+07	4.58178e+07	4.39583e+07	3.48294e+07	3.65844e+07	3.50812e+07	3.09693e+07
A0A140T9U0	A0A140T9M0;A0A140T9T1;A0A140T9U0;A0A140T9W2;A0A1W2PNZ7;Q53YP1	A0A140T9U0_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	4.85266e+06	6.69436e+06	6.65659e+06	6.80464e+06	5.4398e+06	4.61524e+06	5.08048e+06	6.67542e+06	4.46415e+06	5.06029e+06	5.47686e+06	6.82063e+06	4.87338e+06	3.13241e+06	3.31259e+06	3.6738e+06	3.00635e+06	2.91008e+06	2.64596e+06	2.52734e+06	2.93324e+06	2.67084e+06	2.79551e+06	2.61202e+06	2.73151e+06	2.61641e+06	2.30466e+06	2.61207e+06	2.53462e+06	2.47475e+06	1.91171e+06	1.55045e+06	1.65307e+06	1.58598e+06	1.83894e+06	2.21113e+06	1.93788e+06	1.84533e+06	1.90502e+06	1.30022e+06	1.96013e+06	1.83368e+06	1.98616e+06	1.627e+06	1.75268e+06	1.25807e+06	1.2343e+06	1.33157e+06	877392	840298	1.30546e+06
A0A140TA02;A0A1W2PNR7;S6AU73	A0A140T9S9;A0A140TA02;A0A1W2PNR7;S6AU73	A0A140TA02_HUMAN;A0A1W2PNR7_HUMAN;S6AU73_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain			247316	285147	260085	199185		751058	180129		155133				289110	354150		786967	718093	662534	329459		907315	54321.5	800374			633260	933733	338629	641273		399049	185469																	
A0A1B0GUL7	A0A1B0GUL7	A0A1B0GUL7_HUMAN		Protein kinase domain-containing protein	262380	300973	344770	382440	223805	210818	278444	398113	365433	296258	393776	362985	317246	274183	294751	50604.2		134910	291245	222317	217747	169737	288961	279351	332852	207191	339772	276779	206420	226035	325426	245542	142413	134238	133099	267502	280139		88578.2		206462	189595	253536	350341	141619	157924	145119	223808	183834	130582	48055.3
A0A1B0GW05	Q2PZI1;A0A1B0GW05	A0A1B0GW05_HUMAN	DPY19L1	Probable C-mannosyltransferase DPY19L1	1.05984e+06	630895	1.13776e+06	510456	1.21213e+06	1.20729e+06	995506	841554	1.05882e+06	865954	874519	710484	1.21289e+06	1.60217e+06	1.72715e+06	1.70116e+06	1.7742e+06	1.60588e+06	1.70577e+06	1.32037e+06	1.14332e+06	1.50752e+06	1.6948e+06	1.12333e+06	1.43982e+06	1.43891e+06	1.5869e+06	1.46899e+06	1.27147e+06	1.93994e+06	1.68075e+06	1.87669e+06	2.08859e+06	2.31069e+06	820698	945944	1.27421e+06	1.2007e+06	1.22433e+06	1.11954e+06	925691	1.3024e+06	1.25384e+06	1.35363e+06	1.06165e+06	1.17821e+06	1.29428e+06	1.1885e+06	1.34738e+06	1.62207e+06	2.12445e+06
A0A1C7CYX0	A0A1C7CYX0	A0A1C7CYX0_HUMAN	EXOC3L2	Exocyst complex component 3-like protein 2	687451	612629	590440	713434	620578	644137	655642	674762	614972	650638	608761	619436	606909	470001	547795	641913	441274	565140	631306	568081	534012	553220	482724	635827	535697	562821	535519	606119	540338	566425	511301	551084	495894	477283	209431	143254		174277	241146	244537	185542	257102	130597	130558	214614	176396	215693	170178	252797	195680	186045
A0A2Q2TTZ9	P01593;P01594;A0A2Q2TTZ9	A0A2Q2TTZ9_HUMAN	IGKV1D-33	Immunoglobulin kappa variable 1-33	753034	694855	902322	887569	597505	920004	845846	620870	925482	880919	906986	649650	881633	942922	540354	738948	373728	1.30511e+06	1.25586e+06	635292	1.34292e+06	1.38859e+06	1.41841e+06	1.41086e+06	874036	1.07161e+06	1.47989e+06	1.55702e+06	1.53661e+06	843186	1.49665e+06	648327	588251	636566	384674	1.25747e+06	988172	963582	695145	674932	1.12267e+06	1.05964e+06	943289	1.0259e+06	1.00065e+06	551962	1.27988e+06	1.62703e+06	570544	1.14797e+06	1.09961e+06
A0A2R8Y4X0	Q8IVT5;A0A0A0MQW1;A0A2R8Y4X0;A0A2R8Y5H9;A8MY87;J3QLI1	A0A2R8Y4X0_HUMAN	KSR1	Kinase suppressor of Ras 1	815870	706358	752896	785297	830555	836374	754074	692459	755314	720122	896728	810198	847624	558886	659737	685162	502466	1.11989e+06	1.19422e+06	1.09415e+06	989696	1.22874e+06	1.17036e+06	1.22806e+06	1.12788e+06	940998	983038	1.18172e+06	1.20436e+06	1.08457e+06	646060	815716	742009	790192	833216	724421	730745	692362	886816	864562	800476	842246	771702	818413	869950	792579	730084	558520	657238	535340	572768
A0A2R8Y507;A0A2R8YE50;A0A2R8YH74;B1ALS0	A0A2R8Y507;A0A2R8YE50;A0A2R8YH74;B1ALS0	A0A2R8Y507_HUMAN;A0A2R8YE50_HUMAN;A0A2R8YH74_HUMAN;B1ALS0_HUMAN	PRKG1	cGMP-dependent protein kinase 1	1.25119e+06	1.25772e+06	1.19935e+06	1.187e+06	1.23224e+06	1.18539e+06	1.24527e+06	1.14822e+06	1.3007e+06	1.24143e+06	1.16888e+06	1.39226e+06	1.12564e+06	1.13516e+06	1.11705e+06	923304	1.04493e+06	1.40016e+06	1.46574e+06	1.33399e+06	1.35561e+06	1.37947e+06	1.49898e+06	1.52238e+06	1.42744e+06	1.49658e+06	1.56982e+06	1.39905e+06	1.55061e+06	1.46429e+06	1.20272e+06	1.35417e+06	1.07052e+06	1.34984e+06	1.12393e+06	1.0073e+06	1.18889e+06	1.11725e+06	1.2814e+06	1.16752e+06	1.15379e+06	957544	1.17217e+06	1.50105e+06	1.1335e+06	1.15613e+06	932978	1.03545e+06	1.09547e+06	776658	965069
A0A2R8YE54;E5KLJ9	A0A2R8YE54;E5KLJ9	A0A2R8YE54_HUMAN;E5KLJ9_HUMAN	OPA1	Dynamin-like 120 kDa protein, form S1											43968.4			51909.3		31507.6				60017.2	31062.1		21502.5	31630	37673.7	37869.4	48415.8	29561.5	56419.9	39463.2	24712.2		16403		21366.4	28971.9	37146.3	82534.3	52133.3	39257.4	26719.2	29281	49166.1	18483.1		34311.2	4216.59				85331.2
A0A2R8YEA7	A0A2R8YEA7	A0A2R8YEA7_HUMAN	ACTB	Actin, cytoplasmic 1 (Fragment)	352844	878192	858435	765710	626868	570274	658641	747636	863825	726395	664785	589309	520704	224857	221734	154806	184582	477405	640815	399203	378283	570884	552614	492334	470150	402209	377172	490946	425227	755207	209734	202761	128546	197127	341767	737325	633139	714474	711258	316430	452408	614631	596656	707102	628599	498825	806289	272687	178450	143110	185347
