Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
A0A1B0GW05	A0A1B0GW05	A0A1B0GW05_HUMAN	DPY19L1	Probable C-mannosyltransferase DPY19L1	907252	873707	968487	915494	823823	814137	852858	885449	734161	814411	870811	752508	799300	607530	755433	486420	716690	642492	1.03592e+06	1.09478e+06	896699	878073	1.03764e+06	959314	1.00087e+06	1.11078e+06	1.01954e+06	1.10292e+06	815896	986404	978967	473990	871727	937681	753580	1.08686e+06	693928	834441	781126	733881	814175	638844	779260	950298	952876	813225	881870	768921	893803	635147	874772	647874	479939
A0A1C7CYX0	A0A1C7CYX0	A0A1C7CYX0_HUMAN	EXOC3L2	Exocyst complex component 3-like protein 2	555175	372504	381856	391127	226962	407959	416453	419286	437428	419750	378833	323207	475945	221175	397376	453418	317421	338455	349132	510438	454334	302209	450064	360819	486602	392159	476376	387067	457184	497661	400463	265491	420828	287793	203612	431815	142286	322421		184728	224759	154003	91603.8	152049	112515	168282		116542	287783	56820.6	217486	184960	77839.1
A0A2Q2TTZ9	A0A2Q2TTZ9	A0A2Q2TTZ9_HUMAN	IGKV1D-33	Immunoglobulin kappa variable 1-33	926301	667837	1.18242e+06	918427	798533	1.08842e+06	983681	1.1768e+06	1.11037e+06	1.04269e+06	983937	1.07818e+06	1.00301e+06	1.12964e+06	486220	720415	599162	711868	1.50152e+06	1.34823e+06	700340	1.61614e+06	1.57259e+06	1.53071e+06	599710	824981	970888	1.58645e+06	1.6444e+06	1.77555e+06	1.23284e+06	1.48767e+06	690971	699415	1.22589e+06	1.55911e+06	1.1307e+06	1.09489e+06	1.11362e+06	1.14851e+06	1.15413e+06	838656	1.11462e+06	976316	1.07726e+06	1.25358e+06	1.12392e+06	935965	1.36293e+06	1.6269e+06	428802	867187	1.0762e+06
A0A2R8Y4Z8	A0A2R8Y4Z8	A0A2R8Y4Z8_HUMAN	CCDC9	Coiled-coil domain-containing protein 9	79018.5	42484.1	137257			69784.8	138822	62660.1	48070.4	78250.1	36288.7	89199.8	121098	8926.9	109972	43160		127422	118723	59577.2	77530.9	51498.6	27475.9	69733.4	127959	134780	126432	54147.3	36496.1	90081.3	45963.3	81530.8		66218.7	75084.6	174786					30984.5									24179.9			
A0A2R8Y507	A0A2R8Y507	A0A2R8Y507_HUMAN	PRKG1	cGMP-dependent protein kinase 1	1.80569e+06	2.19003e+06	1.97525e+06	1.96268e+06	2.31943e+06	1.93283e+06	2.14364e+06	1.84449e+06	1.98719e+06	1.96446e+06	1.86113e+06	2.0975e+06	1.95592e+06	1.84065e+06	1.972e+06	1.4042e+06	2.03538e+06	2.18613e+06	2.42195e+06	2.44936e+06	2.18476e+06	2.29637e+06	2.11935e+06	2.32831e+06	2.49943e+06	2.31032e+06	2.37998e+06	2.44184e+06	2.15797e+06	2.37141e+06	2.27616e+06	2.16028e+06	2.06556e+06	1.78962e+06	2.34081e+06	2.51626e+06	2.15511e+06	1.96672e+06	1.95681e+06	2.05787e+06	2.04883e+06	2.09093e+06	2.13769e+06	1.83956e+06	2.0071e+06	2.34155e+06	1.9507e+06	1.70918e+06	2.07475e+06	1.70808e+06	1.74034e+06	1.24234e+06	1.60648e+06
A0A2R8Y611	A0A2R8Y611	A0A2R8Y611_HUMAN	AP3D1	AP-3 complex subunit delta (Fragment)																582156																													368411								
A0A2R8YEA7	A0A2R8YEA7	A0A2R8YEA7_HUMAN	ACTB	Actin, cytoplasmic 1 (Fragment)	287689	594000	553633	590279	300809	359165	490152	551638	597815	600524	486385	412627	372311	342579	172342	107348	170883	509144	360664	385018	261996	274710	359228	435105	379556	351695	305749	276735	365469	359773		181026	158559	66929.4	181247	507409	307525	547254	542677	514991	532179	340880	355685	470791	472087	500448	475870	367220	539391	254685	117142	180186	147396
A0A2R8YEE1	A0A2R8YEE1	A0A2R8YEE1_HUMAN	FYB1	FYN-binding protein 1 (Fragment)	2.84182e+06	4.93431e+06	4.39959e+06	5.01493e+06	1.58416e+06	3.62475e+06	3.81497e+06	4.53295e+06	4.54764e+06	3.88884e+06	3.76221e+06	3.1162e+06	4.79142e+06	3.63637e+06	3.83675e+06	2.41207e+06	2.65694e+06	3.8722e+06	4.05663e+06	3.99644e+06	4.17227e+06	3.88001e+06	4.2588e+06	4.50568e+06	4.13178e+06	3.94663e+06	3.50404e+06	5.00116e+06	4.4229e+06	4.60478e+06	4.40268e+06	4.14911e+06	3.88208e+06	3.08001e+06	3.78494e+06	4.10446e+06	3.38191e+06	3.17019e+06	3.45755e+06	3.4575e+06	3.72437e+06	3.10035e+06	3.34081e+06	3.2592e+06	3.57431e+06	3.85956e+06	3.74007e+06	2.95425e+06	3.49751e+06	2.8789e+06	2.46963e+06	1.8443e+06	3.07962e+06
A0A2R8YG42	A0A2R8YG42	A0A2R8YG42_HUMAN	ARHGEF7	Rho guanine nucleotide exchange factor 7	1.1571e+06	1.19641e+06	1.26961e+06	1.34683e+06	1.33725e+06	1.18958e+06	1.14308e+06	1.28491e+06	1.31799e+06	1.30208e+06	1.19781e+06	1.41894e+06	978248	1.0272e+06	1.15823e+06	960566	1.08692e+06	1.31546e+06	1.28409e+06	1.42256e+06	1.38713e+06	1.31108e+06	1.2959e+06	1.24882e+06	1.36097e+06	1.33991e+06	1.27056e+06	1.37699e+06	1.46312e+06	1.13698e+06	1.32175e+06	1.28654e+06	1.30484e+06	1.27398e+06	1.10321e+06	1.33057e+06	1.1057e+06	1.22391e+06	1.21133e+06	1.30886e+06	1.5087e+06	1.27894e+06	1.34939e+06	1.25752e+06	988419	1.33653e+06	1.36704e+06	1.09356e+06	1.11711e+06	1.01009e+06	1.2081e+06	1.07635e+06	950157
A0A2R8YHD2	A0A2R8YHD2	A0A2R8YHD2_HUMAN	TPM4	Tropomyosin alpha-4 chain (Fragment)	2.73337e+06	2.5914e+06	2.87917e+06	2.74566e+06	3.20922e+06	3.07419e+06	2.99445e+06	2.92964e+06	3.35868e+06	2.89928e+06	2.75518e+06	3.21674e+06	2.8643e+06	2.43221e+06	3.46726e+06	2.77111e+06	2.68709e+06	2.95204e+06	3.85052e+06	4.36977e+06	4.64068e+06	3.91781e+06	3.57765e+06	5.04586e+06	4.31098e+06	3.53442e+06	4.56329e+06	4.08177e+06	4.52727e+06	4.91053e+06	5.15463e+06	3.41587e+06	3.72448e+06	3.46307e+06	4.07865e+06	4.53856e+06	2.8649e+06	2.43713e+06	2.56112e+06	2.89695e+06	3.28107e+06	3.19416e+06	3.57451e+06	3.31955e+06	3.32089e+06	2.75872e+06	2.88354e+06	3.26775e+06	3.0849e+06	2.28284e+06	2.66142e+06	1.62625e+06	2.37579e+06
A0A3B3ITY6	A0A3B3ITY6	A0A3B3ITY6_HUMAN	CLSTN1	Calsyntenin-1 (Fragment)		239792			211960		108053													550761	456033	163941	120607	125124	149855	314857	62671.7	699664	21508.4		339632				57512.7	98169.1	29096.9		47870.6	55666.1	43065.4			21112.2		73997.5		190578				375288	
A0A3B3IU55	A0A3B3IU55	A0A3B3IU55_HUMAN	STON2	Stonin-2							71672.3						16600.9				58909	44148.3						37081.3		501991		217108		143909	38591.3					149370	108865	34717.9	44584.9		32457.9		123808		37258.2			418383	59374.1				69171
A0A494BZV2	A0A494BZV2	A0A494BZV2_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein	444438	537181	592519	470652	429190	461981	669690	726973	773580	512263	637902	559913	837811	359515	408820	528849	418764	427908	662406	713401	841978	444072	525741	568232	746030	597909	661475	579544	802000	744542	1.01672e+06	489299	633463	724698	478186	449142	338055	665167	625886	304254	601260	672537	572643	483749	438099	581146	488513	567923	440192	284285	687776	430631	337175
A0A494C1V1	A0A494C1V1	A0A494C1V1_HUMAN	NBEAL2	Neurobeachin-like protein 2	348244	176183	396197	255273	262855	288523	358888	250184	235074	441834	202806	310957	380106	153580	241934	324191	264710		76117.5	273089	365303	148630	363967	310904	140054	119365	181726	209555	457602	223764	357215	246182	326522		318085	141200	244624	366754	577395	347777	485819	783482	332261	419667	294201	317129	312275	471641	439387	273664	518243	491634	256371
A0A499FI48	A0A499FI48	A0A499FI48_HUMAN	PDIA4	Protein disulfide-isomerase	237461	291725	180721	386875	402920	406482	302458	311728	339490	233390	166290	460409	345113	283901	300932	265273	226026	308472	150297	185473		327602	156960	315110	153287			223675	164744	226794	205350	189905	182080	150411	270205	214841	95541.3	220842	271475	277926	262859	131391	99743.5			191174	267720		314940	112374	210263	228251	314306
A0A499FIX8	A0A499FIX8	A0A499FIX8_HUMAN	ESYT2	Extended synaptotagmin-2	2.08377e+06	2.12529e+06	1.87724e+06	1.97289e+06	1.9697e+06	1.92937e+06	1.85264e+06	2.11015e+06	1.96081e+06	1.98928e+06	2.01266e+06	1.92177e+06	1.89071e+06	1.66268e+06	1.6599e+06	1.60524e+06	679683	1.77316e+06	2.42255e+06	2.26396e+06	2.22566e+06	2.52111e+06	2.40203e+06	2.39727e+06	1.93612e+06	2.59468e+06	2.18526e+06	2.08748e+06	2.31142e+06	2.19836e+06	2.22506e+06	2.0677e+06	2.02954e+06	1.89591e+06	1.85565e+06	1.95087e+06	2.15454e+06	1.89471e+06	1.70736e+06	1.49135e+06	1.40943e+06	1.49427e+06	1.74877e+06	1.75085e+06	1.61622e+06	1.47486e+06	2.09961e+06	1.85444e+06	2.12774e+06	1.90482e+06	1.65396e+06	1.39166e+06	1.31567e+06
A0A590UJ74	A0A590UJ74	A0A590UJ74_HUMAN	WASF3	Wiskott-Aldrich syndrome protein family member (Fragment)	76611.8	181172	158013	225764	113030	144154	134913	132821	110973	119812	165392	163780	157753	110679	130140	114687	150756	150080	70148.1	112002	59540.6	82461	35914.7	110377	86373.2	146967	142977	124508	127987	120946	123478	119799	124026	66361.5	104836	71116.8	100923	52075.3	24507.4	58749	70798.6	87639.4	112935	141744	60836.2	83954.3	32021	55103.4	57692.8	60738.5	60761.4	67654.9	33232.6
A0A590UJG2	A0A590UJG2	A0A590UJG2_HUMAN	MACF1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	931311	750620	795819	671820	1.20369e+06	979893	885530	653486	963371	823659	665488	686284	1.01379e+06	702393	720292	834018	649004	904295	548304	705906	722792	646580	786322	757089	787681	527625	795393	736625	654685	734693	789571	531316	663936	646487	492002	607952	777114	435447	1.03195e+06	1.12427e+06	1.16621e+06	1.10732e+06	1.10508e+06	804884	1.18676e+06	1.01242e+06	898094	788705	726799	891581	736640	710921	821334
A0A5E8	A0A5E8	A0A5E8_HUMAN	GAS2L1	GAS2-like protein 1	745152	1.05299e+06	1.06669e+06	786974	901089	768013	86778.8	1.02602e+06	643667	847727	403969	777534	252535	618898	404207	650189	68996.6	494003	475402	526356	782682	678944		73054.7	310717	276361	816866	502664	516823	125793	736319	644201	189179	607574	178496	931570			74510.4	69430.2	556607	326730	544393	137148		46371.4	26968.5	239495	109746	513818	368130	381862	178304
A0A5F9YFS9	A0A5F9YFS9	A0A5F9YFS9_HUMAN	SPCS1	Microsomal signal peptidase 12 kDa subunit	742438	733972	855875	775289	349022	721234	898281	853765	785280	900806	888212	608109	1.07588e+06	918180	1.00566e+06	954748	486020	642920	989023	1.0728e+06	1.02404e+06	898615	1.00083e+06	1.0162e+06	914644	1.13604e+06	912983	977140	1.0672e+06	947918	1.05677e+06	1.19157e+06	1.1132e+06	1.19073e+06	1.12783e+06	980957	735382	853247	724322	535705	619177	963453	893890	705657	783142	842755	559730	972871	819499	872060	976282	1.025e+06	842248
A0A5F9ZH43	A0A5F9ZH43	A0A5F9ZH43_HUMAN	XIRP2	Xin actin-binding repeat-containing protein 2							70169.3												235583		269161	292648	239306	220399	65538.3	226178	261053	259286	237965	213728	292001		197129	245506			284784					297174	232637					341843			78719.3	203967	
A0A6Q8PFA6	A0A6Q8PFA6	A0A6Q8PFA6_HUMAN	KIF2A	Kinesin-like protein	1.46484e+06	1.2198e+06	1.4459e+06	1.45287e+06	1.28451e+06	1.39197e+06	1.93559e+06	1.86516e+06	1.67083e+06	1.80469e+06	1.6404e+06	1.28738e+06	1.57225e+06	1.33579e+06	884258	1.74203e+06	1.13162e+06	1.89307e+06	1.57576e+06	1.68395e+06	1.97402e+06	507325	1.03263e+06	1.52794e+06	784963	1.5921e+06	2.11915e+06	1.42284e+06	2.05466e+06	1.39927e+06	1.88184e+06	831030	1.36696e+06	1.20633e+06	1.42334e+06	880758	534055	1.062e+06	513126	773124	702422	846161	636073	452383	456257	746922	697617	466362	659861	282743	937906	733826	354888
A0AVT1	A0AVT1	UBA6_HUMAN	UBA6	Ubiquitin-like modifier-activating enzyme 6	1.26185e+06	1.17113e+06	1.25134e+06	1.36655e+06	1.25756e+06	1.22117e+06	1.21814e+06	1.36919e+06	1.24409e+06	1.23124e+06	1.20612e+06	1.35722e+06	1.11589e+06	1.40438e+06	1.34943e+06	1.33026e+06	1.41523e+06	1.28527e+06	1.18118e+06	1.18634e+06	1.21251e+06	1.10664e+06	1.09857e+06	1.20828e+06	1.2226e+06	1.14951e+06	1.07951e+06	1.15215e+06	1.13782e+06	1.18747e+06	1.25231e+06	1.20927e+06	1.2411e+06	1.31235e+06	1.35903e+06	1.14379e+06	1.01886e+06	906317	1.06061e+06	1.13538e+06	1.07748e+06	994748	1.04884e+06	1.10659e+06	1.09466e+06	1.13827e+06	1.17034e+06	1.00482e+06	1.11835e+06	1.28303e+06	1.20206e+06	1.23195e+06	1.2814e+06
A1A4S6	A1A4S6	RHG10_HUMAN	ARHGAP10	Rho GTPase-activating protein 10	2.07577e+06	2.37388e+06	2.54958e+06	2.42033e+06	2.15767e+06	2.61619e+06	2.6453e+06	2.60533e+06	2.76271e+06	2.53566e+06	2.4494e+06	2.75609e+06	2.70903e+06	2.91718e+06	2.83656e+06	2.53097e+06	1.8464e+06	1.82187e+06	2.80823e+06	2.91226e+06	2.65491e+06	2.37473e+06	2.29065e+06	2.4929e+06	2.46374e+06	2.81601e+06	2.6644e+06	2.3965e+06	2.37916e+06	2.7152e+06	2.44496e+06	3.16316e+06	2.84771e+06	2.80741e+06	2.53607e+06	1.99558e+06	2.62413e+06	1.93711e+06	1.87646e+06	2.04434e+06	2.68865e+06	2.74251e+06	2.60463e+06	2.49241e+06	2.40102e+06	2.53981e+06	2.13927e+06	3.02876e+06	2.80299e+06	3.24535e+06	3.5327e+06	3.44418e+06	3.29339e+06
A1L0T0	A1L0T0	HACL2_HUMAN	ILVBL	2-hydroxyacyl-CoA lyase 2	524649	671912	612689	637002	541679	336161	557200	640757	679087	678262	596519	593858	649045	599453	659117	907214	766564	667754	614533	604652	629011	471382	615988	624638	586150	583079	630526	696898	628323	607954	627541	681125	605134	724734	684514	562766	579600	674862	704175	811163	833574	680104	585488	562694	632113	700723	750431	610576	596818	681018	636656	863170	662519
A1L188	A1L188	NDUF8_HUMAN	NDUFAF8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8																96432.8		134261	109711	35433.4			66056.8			161488			82691	98343.4		93769.3			47311.4					139230				91619.1	81134.1	98486	110237		134170			65778.5	
A1L3X0	A1L3X0	ELOV7_HUMAN	ELOVL7	Elongation of very long chain fatty acids protein 7	3.08724e+06	2.3749e+06	2.78156e+06	2.68748e+06	2.92446e+06	2.96031e+06	1.70081e+06	2.39076e+06	2.16931e+06	2.9186e+06	2.58966e+06	2.59828e+06	2.29824e+06	2.09963e+06	2.36082e+06	1.43426e+06	3.23774e+06	2.66171e+06	1.01103e+06	1.79769e+06	1.74974e+06	2.6348e+06	1.95857e+06	1.93543e+06	1.69561e+06	1.22651e+06	1.81799e+06	2.15546e+06	1.96008e+06	1.93403e+06	1.59304e+06	2.04071e+06	1.54795e+06	1.31413e+06	2.00011e+06	1.98748e+06	2.76632e+06	3.43361e+06	3.48817e+06	2.55672e+06	2.36496e+06	2.77368e+06	2.81243e+06	2.59561e+06	2.86021e+06	3.32552e+06	2.8873e+06	2.47241e+06	2.57609e+06	2.86378e+06	2.05947e+06	1.54843e+06	2.9373e+06
A1X283	A1X283	SPD2B_HUMAN	SH3PXD2B	SH3 and PX domain-containing protein 2B	1.34425e+06	713154	1.15217e+06	1.29557e+06	1.30117e+06	1.25173e+06	1.42489e+06				1.12144e+06	994239	1.30058e+06	822148	851311	1.24388e+06	1.17036e+06	1.33824e+06	2.61628e+06	2.92769e+06	2.20625e+06	2.51625e+06	2.76798e+06	2.62949e+06	2.82383e+06	2.88215e+06	2.97945e+06	2.85515e+06	2.88089e+06	2.6428e+06	2.86087e+06	2.90909e+06	2.64008e+06	2.63664e+06	2.79206e+06	2.39549e+06	1.68399e+06	1.83612e+06	2.16622e+06	1.75948e+06	2.03156e+06	2.03757e+06	1.79551e+06	1.13787e+06	1.94516e+06	1.3327e+06	1.43589e+06	2.12769e+06	1.45284e+06	2.16904e+06	2.01279e+06	1.90551e+06	1.88051e+06
A2A3N6	A2A3N6	PIPSL_HUMAN	PIPSL	Putative PIP5K1A and PSMD4-like protein	632821	1.06206e+06	738014	878847	991109	959321	635938	1.30911e+06	1.01525e+06	968113	878612	634284	756667	1.31262e+06	628419	717474	747445	887724	946739	648074	834641	636760	799936	912102	693738	597760	741273	704060	874976	740715	723561	1.06092e+06	1.3967e+06	853725	626029	657444	713767	1.33795e+06	576064	724039	486561	622686	712652	883716	682036	658435	620727	709729	677533	896917	658900	750812	1.32473e+06
A2RRP1	A2RRP1	NBAS_HUMAN	NBAS	Neuroblastoma-amplified sequence	791913	1.02466e+06	1.04509e+06	1.02479e+06	2.3585e+06	769708	750277	1.30142e+06	1.16932e+06	1.00175e+06	698396	741809	1.20208e+06	1.11043e+06	1.19804e+06	1.32101e+06	1.33441e+06	398659	582562	645070	758343	1.22444e+06		617058	587665	583849	774819	718697	713514	806524	945582	1.46949e+06	1.31519e+06	1.22443e+06	1.34715e+06	244203	472166	142288	181079		793808	363610	823236	281159		496940	493377	703958	592615	1.41749e+06	1.80402e+06	1.32934e+06	1.73027e+06
A2RTX5	A2RTX5	SYTC2_HUMAN	TARS3	Threonine--tRNA ligase 2, cytoplasmic	1.94366e+06	1.79253e+06	1.64096e+06	1.52172e+06	1.66217e+06	1.99772e+06	1.63253e+06	1.82345e+06	1.60618e+06	1.45415e+06	1.65316e+06	1.93559e+06	1.65781e+06	3.48727e+06	3.3041e+06	2.79997e+06	3.28141e+06	1.81466e+06	1.44558e+06	1.41884e+06	1.79994e+06	1.7708e+06	1.92964e+06	1.70338e+06	1.94062e+06	1.78112e+06	1.57539e+06	1.36384e+06	1.65323e+06	1.69799e+06	1.5815e+06	3.50116e+06	3.2675e+06	3.17797e+06	3.38767e+06	1.73551e+06	1.97346e+06	2.2078e+06	2.46849e+06	2.4611e+06	2.44471e+06	2.27934e+06	2.14e+06	2.31362e+06	2.08626e+06	2.31772e+06	2.21685e+06	2.06313e+06	2.69837e+06	2.89637e+06	3.14316e+06	3.01168e+06	3.68863e+06
A4D1B5	A4D1B5	GSAP_HUMAN	GSAP	Gamma-secretase-activating protein	734399	614063	576070	601465		614441	574693	556017	476002	649815	603281	565651	653669	551750	662328	552233	602276	545876	314894	288101	173794	89871.8	254423	270427	294483	279481	77968.1	272294	260816	275236	249745	197370	81479.3	217571		112067	436150	133574	372929	341729	355366	560884	395890	467362	582138	391326	358813	403788	330876	389981	436166	340146	232765
A4D1P6	A4D1P6	WDR91_HUMAN	WDR91	WD repeat-containing protein 91	59647.3	60942.1	43626.8	26327.7	65530.8	59659.4	120835	29314.7	61451.8	137457	69534.2		106831	74383.5	10809.1		126663	48610.9	82387.4	74362.9	36760.8	79594.8	74288.6	109697	48741.9	44322.3	111157	68797.4	116607	41183.8	79154.5	144007	62035.9	45076.8	118800	73154.2			84145.6	75624.7	88096.5	29577.5	66924	49330.1	53625.1	110958	48898.9	73034.3	111640	75964.8	66038.9	38794.9	80096.5
A4D2H0	A4D2H0	CTGEF_HUMAN	CTAGE15	cTAGE family member 15	474326	380988	293467	337919	678178	480649	410024	464840	538479	320969	357895	430253	430685	225321	412118	239781	494264	331127	342303	543262	554956	281210	351552	275938	243166	235271	388871	515762	570579	445471	313078	244881	214614	401435	455566	153974	614058		371079	156193	338208	596157	431456	256809	9.5226e+06	277676	7.96354e+06	305806	1.75712e+06	174519	430575	3.46789e+06	
A4UGR9	A4UGR9	XIRP2_HUMAN	XIRP2	Xin actin-binding repeat-containing protein 2		112647	111992	31356.1			60627.1	14718.7	84296.4	53321	50391.4	28737.9	31596	55413		53577	46765.6	48943.9	87710.8	107066	79742.6	74178.5	79488.3	143818	74625.9	110189	70188.2	134314	104038	163840	117793	144718	40848.7	102093	78682.7	95266.8	69574.6		99131.1	53818.4	78966.4	12970.2	113588	110991	22563.1	130168	96795.3	65948.8	205160	109692	66413.5	76831.5	65280.2
A5A3E0	A5A3E0	POTEF_HUMAN	POTEF	POTE ankyrin domain family member F	2.82394e+09	2.69674e+09	2.82484e+09	2.70607e+09	2.90648e+09	2.78263e+09	2.80885e+09	2.69123e+09	2.78233e+09	2.71158e+09	2.67085e+09	2.78896e+09	2.62999e+09	1.80776e+09	1.78797e+09	1.75446e+09	2.06e+09	2.66095e+09	2.61248e+09	2.66902e+09	2.58272e+09	2.80486e+09	2.55719e+09	2.76599e+09	2.56483e+09	2.61169e+09	2.62013e+09	2.77115e+09	2.71649e+09	2.71151e+09	2.64643e+09	1.85745e+09	1.99959e+09	2.01761e+09	2.26136e+09	2.74394e+09	2.85262e+09	3.05759e+09	3.21086e+09	3.24043e+09	3.09669e+09	2.82035e+09	2.80007e+09	2.98009e+09	3.04142e+09	3.09821e+09	3.21693e+09	2.782e+09	3.03431e+09	2.1499e+09	1.82877e+09	1.90685e+09	2.09243e+09
A5D8V6	A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	224072	111741	299654	369419		28221.8	233630	102297	384564	310673	420516		352699		323611	353945		179625	417040	351268	595723	267482	369612	235275	442569	459079	356145	338457	291711	258818	500840		335504	380802	185030	354203	403981	74478.5	180743	81607.7	329226	631876	580635	469729	450914	146602	375467	527829	394951		138841	470811	191194
A5YKK6	A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	482540	344460	462178	554564	371288	488104	360824	358640	365063	288324	244958	244371	332197	369436	593302	602586	453059	519706	534710	362630	381931	369302	372909	396028	707055	499152	307562	200186	378777	439154	496636	463134	462652	338648	450628	291175	207378	204922	273508		462053	296712	268431	176622	376269	402021	559274	303954	502470	370409	422334	374325	304661
